Track_URI,Track_Name,Album_Name,Artist_Name(s),Release_Date,Duration_ms,Popularity,Explicit,Added_By,Added_At,Genres,Record_Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature
spotify:track:dfNFcam4Ie01BpXGyUgvqz,Sukoon 541,Chennai Express,"Pritam, Kaam Bhaari, Mohammed Rafi",3/6/15,240905,31,TRUE,radio_listener,2024-05-28T01:39:56Z,"arabic hip hop,khaleeji,desi,desert pop",T-Series,0.528,0.885,11,-4.279,1,0.253,0.13779,0.068,0.749,0.456,161.482,4
spotify:track:MQXwc8268S0OOI1PC2Ifjl,Raag 542,Party All Night,Shashwat Sachdev,11/30/17,174055,77,FALSE,radio_listener,2024-06-16T15:41:32Z,"remixes,edm,desi house,electronic",Sony Music Entertainment India Pvt. Ltd.,0.4,0.799,0,-9.204,0,0.332,0.83014,0,0.607,0.158,127.324,4
spotify:track:g4MlVVGNPDBAxt3DwsLORN,Raah 543,Jigarthanda,"Sunidhi Chauhan, Neha Kakkar, Shashwat Sachdev",6/7/18,176735,98,FALSE,discover_weekly,2026-01-08T15:42:31Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Bhushan Kumar,0.276,0.888,9,-12.729,0,0.29,0.83007,0,0.487,0.952,161.029,4
spotify:track:dchupCor7oe3qHivw7upnq,Track 544: Neon,Certified Lover Boy,"Bad Bunny, Post Malone",11/2/25,443374,81,FALSE,,2023-06-19T03:25:34Z,"pop,hip-hop,r&b,electronic",Aftermath,0.447,0.719,7,-12.218,1,0.061,0.8607,0.268,0.35,0.116,174.04,5
spotify:track:cW4VqNWzoTO7sabgyK8NfT,Pyaar 545,Puthiya Mukham,"Prabh Deep, Neha Kakkar",7/11/20,410979,75,FALSE,audiophile,2022-10-02T09:07:35Z,"bangla pop,bengali hip hop,desi pop,indian indie",Zee Music,0.462,0.455,5,-2.069,0,0.2,0.2834,0.357,0.037,0.515,80.554,4
spotify:track:UBcxJOJEAL6tQyRgXJWPV5,Dil 546,Jab Tak Hai Jaan,Yung Raj,10/4/19,293397,51,TRUE,music_fan_india,2023-12-16T06:50:27Z,"ghazal,sufi,classical,devotional,qawwali",Outlaw Productions,0.565,0.392,10,-4.657,1,0.018,0.05779,0,0.27,0.177,84.181,4
spotify:track:L4tEtMA05tSTzV26q7mV8P,Track 547: Golden,Midnights,Ed Sheeran,6/13/22,87026,58,TRUE,,2024-01-31T20:27:53Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.474,0.851,6,-4.283,0,0.39,0.34271,0.474,0.237,0.757,179.564,4
spotify:track:gYP7XkqOtjx5KWHXjuMs8V,Track 548: Neon,Certified Lover Boy,Drake,1/24/20,198467,80,FALSE,music_blogger,2024-03-26T11:44:13Z,"pop,hip-hop,r&b,electronic",Epic Records,0.336,0.749,5,-11.358,0,0.044,0.09756,0.386,0.085,0.444,122.023,5
spotify:track:B6AsgWrEexibePppqdglkm,Track 549: Electric,Midnights,"Drake, The Weeknd",5/14/19,65986,25,TRUE,world_music_fan,2025-09-12T15:56:49Z,"pop,hip-hop,r&b,electronic",Epic Records,0.496,0.433,7,-14.399,0,0.397,0.6614,0,0.971,0.314,124.405,3
spotify:track:NlfjrGGIOgyJc2PysuyMCg,Track 550: Neon,Happier Than Ever,"The Weeknd, Justin Bieber",11/15/21,103680,51,TRUE,bollywood_lover,2023-08-15T22:57:43Z,"pop,hip-hop,r&b,electronic",T-Series,0.765,0.687,0,-9.97,1,0.318,0.56913,0.483,0.645,0.307,70.91,5
spotify:track:IgyHJCarhupLNyi27yakAT,Track 551: Electric,Midnights,"Kendrick Lamar, The Weeknd",6/27/23,73151,70,FALSE,music_streamer,2024-02-11T08:32:00Z,"pop,hip-hop,r&b,electronic",Epic Records,0.306,0.874,9,-11.985,1,0.218,0.75601,0,0.682,0.659,63.229,4
spotify:track:JVRh2Ts4VjHlJw6KDJ5vVL,Raag 552,Dhurandhar,Shreya Ghoshal,2/14/16,318359,63,TRUE,audiophile,2025-06-13T22:01:12Z,"bangla pop,bengali hip hop,desi pop,indian indie",Times Music,0.224,0.529,7,-3.202,1,0.029,0.25365,0.466,0.005,0.184,112.746,5
spotify:track:IVzCP1art6OSKSPPoeVVcn,Track 553: Golden,Happier Than Ever,"Bad Bunny, Lady Gaga",12/18/17,364162,53,FALSE,,2023-09-27T15:57:16Z,"pop,hip-hop,r&b,electronic",Young Money,0.946,0.472,0,-11.071,1,0.359,0.85879,0.293,0.725,0.295,68.731,3
spotify:track:K03wJ3XzhgE9DtBrUzCFWj,Track 554: Midnight,Happier Than Ever,"The Weeknd, Rihanna",5/6/19,418153,73,TRUE,dj_mixer,2023-04-27T16:21:17Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.907,0.744,3,-7.46,1,0.383,0.38023,0.429,0.011,0.49,165.77,5
spotify:track:cVBBCKDUmJZinDlUVBPf6V,Tarang 555,Padmaavat,"R.D. Burman, Raftaar, Nora Fatehi, Tanishk Bagchi",1/4/19,124593,16,FALSE,dj_mixer,2021-12-07T05:42:50Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Mudi Music,0.224,0.632,10,-3.088,1,0.081,0.23183,0,0.052,0.229,148.685,3
spotify:track:J8RQaLOlB2uisivDZcx6p2,Dil 556,Puthiya Mukham,"Badshah, Asha Bhosle",3/26/21,236334,36,FALSE,audiophile,2023-10-27T07:06:07Z,"remixes,edm,desi house,electronic",Mudi Music,0.921,0.705,8,-4.817,1,0.067,0.35006,0,0.529,0.106,89.613,4
spotify:track:INByQcS6kpeD3f84I756WP,Sur 557,Lagaan,"Ilaiyaraaja, Alka Yagnik",1/20/21,307451,72,FALSE,audiophile,2021-10-15T16:31:12Z,"rap,desi hip hop,punjabi rap,hindi rap",T-Series,0.82,0.76,4,-4.581,1,0.227,0.7972,0,0.474,0.7,112.768,4
spotify:track:uRlEue6jjRUf3wwqyGMORd,Dil 558,Bhairava Dweepam,Dabboo Malik,12/16/24,201065,51,FALSE,music_fan_india,2021-06-23T14:20:41Z,"rap,desi hip hop,punjabi rap,hindi rap",Sony Music Entertainment India Pvt. Ltd.,0.755,0.824,5,-12.775,1,0.101,0.17081,0.025,0.055,0.581,172.72,4
spotify:track:ioIyRadfqBKoyeTGFgNawS,Track 559: Golden,Midnights,Bad Bunny,5/5/21,286642,63,FALSE,dj_mixer,2021-06-25T00:39:08Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.463,0.657,0,-13.451,0,0.22,0.72087,0,0.705,0.973,121.994,3
spotify:track:4v7NxuhAnLBrkbWu6s1974,Track 560: Golden,Happier Than Ever,Beyoncé,5/9/18,354276,59,TRUE,music_blogger,2024-08-14T05:24:08Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.459,0.264,8,-11.909,0,0.071,0.65314,0.476,0.728,0.312,197.841,4
spotify:track:Nvs3Gk8xDuzSt31OZMJVo5,Track 561: Midnight,Happier Than Ever,"Justin Bieber, Drake",4/5/22,69837,82,FALSE,world_music_fan,2021-05-28T09:30:37Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.848,0.969,10,-14.603,0,0.227,0.00948,0.033,0.483,0.53,70.391,3
spotify:track:WoKf75NdguCgSUllteE1A8,Dil 562,Party All Night,"Ilaiyaraaja, Alka Yagnik, Himesh Reshammiya",2/22/15,66042,81,TRUE,,2025-11-06T08:08:58Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Mudi Music,0.658,0.378,5,-7.059,1,0.179,0.30617,0,0.834,0.967,153.581,4
spotify:track:A4TCWyaSiIJRNA0z1NsBE0,Dil 563,Jab Tak Hai Jaan,"R.D. Burman, Kaam Bhaari, Sidhu Moose Wala",11/30/22,230333,40,FALSE,desi_hip_hop_fan,2020-08-03T22:58:18Z,"hindi pop,bollywood,indie pop,desi pop",Indie Records,0.332,0.399,6,-6.95,0,0.29,0.74993,0.367,0.95,0.83,92.822,5
spotify:track:tnWKl9vFInCpXF3p5ovNZm,Tarang 564,Roja,Neha Kakkar,1/10/17,180587,54,FALSE,playlist_curator,2021-02-19T05:09:18Z,"bollywood,pop,desi,indie",Bhushan Kumar,0.769,0.947,0,-6.764,1,0.076,0.81893,0,0.23,0.14,196.537,4
spotify:track:wwHEX7q9dj3YP6yeKjY1io,Dil 565,Lagaan,Ilaiyaraaja,12/25/23,78661,62,TRUE,bollywood_lover,2021-01-08T07:52:46Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Indie Records,0.93,0.476,0,-10.459,0,0.292,0.31006,0,0.616,0.887,67.612,5
spotify:track:FO8zbWhz0ePHw6AtaWC6tr,Khwab 566,Soul of Doctor,"Stebin Ben, Prabh Deep",8/13/15,224832,77,FALSE,,2025-08-13T11:42:41Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Muve Music,0.515,0.556,1,-11.021,0,0.277,0.42246,0,0.745,0.634,67.489,3
spotify:track:ZGIHmr8yh6Ih7DHvGQ55cv,Track 567: Midnight,Midnights,"SZA, Billie Eilish",5/25/15,406469,75,FALSE,dj_mixer,2023-09-30T12:48:35Z,"pop,hip-hop,r&b,electronic",Saregama,0.602,0.328,7,-12.711,0,0.005,0.94925,0,0.824,0.752,207.363,3
spotify:track:bFTSbHdyB2VK9xNvrIz3qD,Khwab 568,Chaleya,"Big Dhamma, A.R. Rahman",4/30/21,78517,55,FALSE,playlist_curator,2025-11-27T16:46:26Z,"hindi pop,bollywood,indie pop,desi pop",YRF Music,0.537,0.255,8,-10.611,1,0.357,0.084,0.152,0.045,0.702,177.297,4
spotify:track:5bcvZvuXoDDXbmxQDKjzxH,Sur 569,Padmaavat,"Dabboo Malik, Sidhu Moose Wala",7/20/22,140582,1,TRUE,,2021-08-11T08:42:03Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Mudi Music,0.304,0.5,4,-10.619,0,0.263,0.99679,0,0.507,0.77,55.836,5
spotify:track:xyaXVpnPbJstMMobQSg9JN,Sur 570,Chaleya,"Tanishk Bagchi, Prabh Deep, Asha Bhosle",7/10/18,202328,52,FALSE,,2021-09-17T16:39:31Z,"bangla pop,bengali hip hop,desi pop,indian indie",Universal Music India,0.72,0.487,8,-7.127,1,0.063,0.33682,0.226,0.632,0.15,76.549,3
spotify:track:lewIcq50k12aeycHhlJEIV,Sur 571,Party All Night,Arijit Singh,6/13/20,392862,78,TRUE,bollywood_lover,2024-04-12T06:26:05Z,"telugu pop,tollywood,telugu hip hop,desi pop",Muve Music,0.445,0.579,9,-10.802,1,0.121,0.15529,0.072,0.694,0.234,135.871,4
spotify:track:oeZgHRxxKhqhVPzxbCWfFZ,Pyaar 572,Dilwale,Dabboo Malik,5/23/16,113443,74,TRUE,music_fan_india,2023-07-15T12:42:43Z,"hindi pop,bollywood,indie pop,desi pop",YRF Music,0.649,0.911,11,-8.679,0,0.116,0.96882,0,0.281,0.278,61.162,3
spotify:track:NBKatcwaUXY3CsYCnbgYv4,Khwab 573,Lagaan,"Shashwat Sachdev, Neha Kakkar, Yo Yo Honey Singh",1/18/18,224994,60,TRUE,,2021-09-16T14:20:42Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Desi Beats,0.933,0.68,0,-9.085,1,0.011,0.21479,0.497,0.266,0.656,142.9,5
spotify:track:YzsaxnAYv6RIv5yfZf9LNs,Sukoon 574,Vikram,"Vishal-Shekhar, Dabboo Malik, Shashwat Sachdev",10/28/23,109608,21,FALSE,,2022-07-14T12:02:24Z,"hindi pop,bollywood,indie pop,desi pop",Muve Music,0.898,0.217,4,-9.269,1,0.186,0.30031,0.281,0.509,0.565,124.768,5
spotify:track:eE71Ot4KYY5Bg5egRAdcMk,Sur 575,Party All Night,Badshah,1/16/16,200535,36,FALSE,,2020-12-18T11:21:54Z,"bangla pop,bengali hip hop,desi pop,indian indie",Divine Music,0.644,0.558,3,-11.979,1,0.265,0.73041,0.492,0.374,0.246,140.808,3
spotify:track:tRKlM8nxgTDZo9nJsA4qES,Dil 576,Jab Tak Hai Jaan,"Badshah, Tanishk Bagchi, Vishal-Shekhar",6/2/25,162800,95,FALSE,music_fan_india,2025-11-24T12:54:21Z,"hindi pop,bollywood,indie pop,desi pop",Mudi Music,0.927,0.395,9,-13.005,1,0.264,0.38802,0,0.261,0.17,198.062,3
spotify:track:AwIg2ZCh2hibRKL5xqsmKR,Tarang 577,RRR,Anirudh Ravichander,1/9/20,68166,13,FALSE,music_fan_india,2023-09-04T11:31:00Z,"bangla pop,bengali hip hop,desi pop,indian indie",Mudi Music,0.835,0.385,11,-11.915,0,0.19,0.83993,0.05,0.398,0.773,204.381,4
spotify:track:PWXgVdYAz0CIW8UMf61aPI,Dil 578,Party All Night,"Kaavish, Jubin Nautiyal, Badshah",7/27/16,403486,97,TRUE,,2025-12-14T09:42:24Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Muve Music,0.824,0.7,10,-6.074,1,0.191,0.19664,0,0.061,0.699,134.676,4
spotify:track:i9VGiizUG9YhxNMSZjzVQB,Tarang 579,Jab Tak Hai Jaan,"Dabboo Malik, R.D. Burman",9/4/17,282067,64,TRUE,,2023-07-21T20:39:37Z,"telugu pop,tollywood,telugu hip hop,desi pop",Desi Beats,0.25,0.878,6,-11.439,0,0.059,0.78155,0,0.659,0.98,72.386,5
spotify:track:LMt16t4zpsGVp5NVTAh8ht,Khwab 580,Kabali,"Asha Bhosle, Yung Raj, Shashwat Sachdev",11/21/25,176687,28,TRUE,playlist_curator,2024-10-11T08:01:38Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Mudi Music,0.731,0.22,8,-8.504,0,0.336,0.31726,0,0.771,0.919,161.776,3
spotify:track:jSqyokz27ybjusHaMvMJEV,Track 581: Golden,Midnights,"Lady Gaga, Ed Sheeran",2/3/23,298746,73,TRUE,radio_listener,2024-01-10T15:54:37Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.437,0.477,9,-2.498,0,0.102,0.45144,0,0.064,0.708,208.022,4
spotify:track:j6s0mbacypUFj7M9IFn41X,Tarang 582,3 Idiots,"Flipperachi, A.R. Rahman, Stebin Ben",6/11/15,307308,87,TRUE,,2020-12-06T05:40:28Z,"bollywood,pop,desi,indie",YRF Music,0.372,0.541,5,-5.088,1,0.218,0.14935,0,0.007,0.655,185.193,5
spotify:track:A3NujTuuQb72chsHphAkQa,Raah 583,Chennai Express,"Kaam Bhaari, Himesh Reshammiya, Raftaar, Nora Fatehi",9/10/19,65628,57,TRUE,radio_listener,2021-06-12T07:20:02Z,"bollywood,pop,desi,indie",Desi Beats,0.315,0.723,3,-14.963,0,0.268,0.6828,0.439,0.197,0.511,179.101,5
spotify:track:h0WLZDPamax4dbgyJaQrWu,Tarang 584,Party All Night,"A.R. Rahman, Badshah",4/23/15,112351,42,TRUE,world_music_fan,2025-06-29T13:19:09Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Indie Records,0.635,0.53,11,-12.791,0,0.235,0.29572,0,0.318,0.116,147.574,4
spotify:track:jpkO85uZlCBsvqdRSEz6UP,Raah 585,Soul of Doctor,"R.D. Burman, Shashwat Sachdev, Sachin-Jigar",9/6/21,250910,5,TRUE,music_streamer,2020-12-22T03:58:21Z,"telugu pop,tollywood,telugu hip hop,desi pop",Indie Records,0.782,0.854,5,-8.415,1,0.334,0.46301,0,0.402,0.299,207.308,4
spotify:track:3FRKhHe30ZiL3wR7VOw2cT,Raag 586,Yo Yo Honey Singh Is Back,Dabboo Malik,12/15/18,355452,52,FALSE,producer,2023-08-08T14:31:38Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Mudi Music,0.655,0.882,1,-6.152,1,0.396,0.79748,0.112,0.759,0.521,205.451,4
spotify:track:I808J4cU2O7lWmRKxaFqAU,Track 587: Electric,Certified Lover Boy,"Beyoncé, Rihanna",6/16/16,412121,64,TRUE,music_fan_india,2020-01-29T21:58:31Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.411,0.922,11,-13.481,0,0.292,0.57224,0.378,0.577,0.874,145.103,4
spotify:track:PU2P2jwN61FFgVqoJypS3a,Khwab 588,Jigarthanda,"Asha Bhosle, Kaavish",1/17/15,306553,30,FALSE,,2023-03-11T19:37:39Z,"indie pop,desi indie,alternative,experimental",Indie Records,0.837,0.954,10,-4.29,1,0.125,0.68399,0.321,0.87,0.379,67.651,3
spotify:track:oVZ9gy6TpJ5mLuMSJdYRJA,Raag 589,3 Idiots,"Pritam, Flipperachi, Ilaiyaraaja",9/4/20,224744,57,TRUE,,2025-07-28T10:26:42Z,"bollywood,pop,desi,indie",Divine Music,0.94,0.642,6,-8.8,1,0.398,0.21808,0,0.489,0.96,83.683,4
spotify:track:NaFnKjmSta4zKv7uVTnV75,Khwab 590,Dilwale,Yung Raj,8/31/22,265829,40,TRUE,music_fan_india,2021-10-11T14:15:20Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Saregama India Ltd,0.721,0.769,1,-11.298,1,0.062,0.59424,0,0.969,0.321,127.131,3
spotify:track:9c8czDezt6XIXXgjIpPfND,Raag 591,Vikram,"Jubin Nautiyal, Raftaar, Dabboo Malik",3/19/23,456269,100,TRUE,dj_mixer,2024-09-10T10:01:28Z,"telugu pop,tollywood,telugu hip hop,desi pop",Zee Music,0.751,0.283,2,-12.805,0,0.363,0.54102,0,0.365,0.366,117.079,5
spotify:track:hzRAEEHXtXoiz9JLqZcGRZ,Raag 592,Jab Tak Hai Jaan,"Yo Yo Honey Singh, Himesh Reshammiya, Alka Yagnik",6/28/19,356519,48,TRUE,music_fan_india,2024-10-03T18:01:11Z,"telugu pop,tollywood,telugu hip hop,desi pop",Divine Music,0.91,0.347,0,-7.665,1,0.38,0.67653,0.2,0.773,0.133,152.93,4
spotify:track:pLCL34xTImoQoT1eKJxOja,Khwab 593,Kabali,"Raftaar, Nora Fatehi, Jubin Nautiyal, Shashwat Sachdev",10/13/18,177614,3,FALSE,world_music_fan,2020-12-14T05:11:58Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",T-Series,0.513,0.893,8,-13.363,0,0.204,0.65237,0.222,0.182,0.801,100.489,5
spotify:track:jOZUbe9AJdszzFuTqz0zQb,Tarang 594,Gully Boy,"Big Dhamma, Pritam",10/14/19,199077,56,TRUE,,2022-11-18T10:11:23Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",T-Series,0.546,0.562,7,-5.967,1,0.198,0.90614,0.13,0.004,0.727,146.959,4
spotify:track:HjGXiXjySRUpBamEO6cySH,Sur 595,Chennai Express,"Yung Raj, Kaavish",2/13/15,476755,25,TRUE,desi_hip_hop_fan,2024-07-02T12:19:30Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.927,0.662,5,-6.732,0,0.186,0.5237,0,0.761,0.997,71.366,5
spotify:track:L8IqbB5haFSy2gkDOSdZdo,Dil 596,Puthiya Mukham,"Sunidhi Chauhan, Sidhu Moose Wala",10/6/19,347295,74,FALSE,,2024-12-18T19:24:28Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Divine Music,0.725,0.718,4,-9.64,0,0.131,0.06737,0,0.051,0.522,180.439,4
spotify:track:JkVMRMcaPM2wMLqCQP6N1A,Raah 597,Yo Yo Honey Singh Is Back,"Badshah, Shankar-Ehsaan-Loy",9/3/21,452414,57,FALSE,playlist_curator,2022-11-08T05:22:09Z,"telugu pop,tollywood,telugu hip hop,desi pop",T-Series,0.488,0.743,9,-5.074,1,0.268,0.16576,0.141,0.284,0.414,165.008,4
spotify:track:XyJWLxhPx4ZtEfXsOXGMyF,Khwab 598,Roja,"Alka Yagnik, Sidhu Moose Wala, Sachin-Jigar",1/31/18,203062,75,TRUE,audiophile,2025-10-12T01:13:52Z,"bangla pop,bengali hip hop,desi pop,indian indie",Mudi Music,0.798,0.603,2,-11.318,0,0.27,0.44421,0,0.565,0.62,119.877,3
spotify:track:hQdRxQeHzAFI9tnkpZzFmY,Pyaar 599,Thuppaki Munai,Shreya Ghoshal,2/3/20,439171,88,TRUE,,2023-01-31T22:59:54Z,"bangla pop,bengali hip hop,desi pop,indian indie",Desi Beats,0.599,0.902,0,-3.498,0,0.263,0.41859,0.077,0.663,0.221,103.591,4
spotify:track:80XDQLHBxsK57DHpDXlqel,Pyaar 600,Jigarthanda,Kaam Bhaari,10/8/18,340669,6,FALSE,desi_hip_hop_fan,2023-11-10T04:39:53Z,"arabic hip hop,khaleeji,desi,desert pop",Indie Records,0.873,0.539,6,-6.944,1,0.236,0.54176,0.231,0.331,0.351,132.035,4
spotify:track:SKQn94Q7ARu99Kp3Fbjr8r,Track 601: Electric,Happier Than Ever,Bad Bunny,4/21/18,310880,77,TRUE,desi_hip_hop_fan,2024-09-24T23:50:42Z,"pop,hip-hop,r&b,electronic",Republic Records,0.462,0.295,1,-2.245,1,0.222,0.40206,0,0.868,0.156,200.703,4
spotify:track:xiiNspnBPY4S4ezOrC2z1X,Raag 602,Padmaavat,"Jubin Nautiyal, Himesh Reshammiya",3/6/16,128188,80,TRUE,bollywood_lover,2022-05-08T17:44:00Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Indie Records,0.569,0.878,8,-3.247,0,0.362,0.4162,0.159,0.347,0.876,103.013,4
spotify:track:k0Qki64GHAc5ZMy5LVkFjQ,Pyaar 603,Vikram,"Flipperachi, Shreya Ghoshal",12/21/20,210239,57,TRUE,music_fan_india,2023-09-06T04:02:15Z,"indie pop,desi indie,alternative,experimental",Times Music,0.259,0.376,10,-12.822,1,0.036,0.73359,0,0.746,0.926,83.278,4
spotify:track:AHPuDGT8SjF4Boq87alHZq,Track 604: Neon,Happier Than Ever,"Taylor Swift, Drake",2/6/22,241906,96,FALSE,desi_hip_hop_fan,2025-05-21T07:21:57Z,"pop,hip-hop,r&b,electronic",Saregama,0.519,0.354,10,-13.322,1,0.2,0.71384,0.018,0.331,0.406,107.032,5
spotify:track:v5B4tkpV8uu4GTRnJB4Ccg,Raah 605,RRR,Ilaiyaraaja,8/30/19,309915,71,TRUE,,2024-01-13T18:26:40Z,"bangla pop,bengali hip hop,desi pop,indian indie",Universal Music India,0.788,0.428,10,-9.017,1,0.337,0.98649,0,0.297,0.969,132.384,4
spotify:track:07kHuH4Ba03oM6KK07AbzN,Track 606: Midnight,Midnights,"Justin Bieber, SZA",9/1/21,229361,26,TRUE,music_blogger,2020-12-14T04:45:03Z,"pop,hip-hop,r&b,electronic",Sony Music,0.369,0.964,9,-8.349,0,0.097,0.94532,0.249,0.144,0.301,106.937,5
spotify:track:mrYuCiOEFC95wAMC4Ps7vv,Pyaar 607,Gully Boy,"Raftaar, Nora Fatehi, Raftaar",5/23/21,254434,47,TRUE,world_music_fan,2023-11-04T10:57:41Z,"bollywood,pop,desi,indie",T-Series,0.38,0.703,2,-7.679,0,0.177,0.30036,0.182,0.898,0.603,149.883,3
spotify:track:VOFWeOfeNls4EStdmWPDxM,Dil 608,Thuppaki Munai,Alka Yagnik,12/9/17,302865,25,TRUE,discover_weekly,2025-10-01T23:49:35Z,"rap,desi hip hop,punjabi rap,hindi rap",Mudi Music,0.306,0.961,3,-4.307,1,0.273,0.24197,0,0.786,0.764,95.522,4
spotify:track:kSZ3wZkDtJRrYLpi4ojsaI,Dil 609,Roja,"Shankar-Ehsaan-Loy, Sachin-Jigar, Flipperachi",8/31/21,105592,100,TRUE,bollywood_lover,2022-04-15T09:47:46Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Outlaw Productions,0.933,0.41,8,-5.769,1,0.027,0.21434,0.384,0.692,0.903,118.403,4
spotify:track:VM2RF9cr1IkGLINSJQswlZ,Pyaar 610,Puthiya Mukham,"Dabboo Malik, Arijit Singh",3/17/16,414471,73,TRUE,,2025-10-02T04:04:42Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Saregama India Ltd,0.363,0.457,8,-5.548,0,0.038,0.9591,0.117,0.881,0.663,128.249,4
spotify:track:Q3fhFVst1gSWb3p7qwbEpG,Track 611: Electric,Happier Than Ever,Lady Gaga,8/20/23,264913,44,TRUE,world_music_fan,2025-07-24T14:22:48Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.728,0.486,10,-9.03,0,0.03,0.37732,0,0.394,0.852,155.942,5
spotify:track:U887VJxVdyCaKr418yL1iV,Dil 612,Chaleya,Sidhu Moose Wala,6/12/17,421770,59,TRUE,radio_listener,2020-04-29T15:06:47Z,"indie pop,desi indie,alternative,experimental",Outlaw Productions,0.711,0.618,0,-4.842,1,0.347,0.0657,0.328,0.198,0.264,97.719,3
spotify:track:QIMOpuT0Ei0uHQQIurt1nV,Track 613: Golden,Happier Than Ever,"Post Malone, Eminem",1/10/25,362046,53,TRUE,producer,2022-05-29T09:33:55Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.324,0.801,6,-8.557,0,0.219,0.48904,0,0.145,0.316,52.719,4
spotify:track:GT6qyEfcoCvkByhwsFgWpe,Tarang 614,Jab Tak Hai Jaan,"Himesh Reshammiya, Big Dhamma",12/5/19,153460,69,TRUE,playlist_curator,2023-06-30T22:13:44Z,"arabic hip hop,khaleeji,desi,desert pop",Times Music,0.484,0.255,6,-7.993,0,0.041,0.38671,0,0.877,0.169,132.624,3
spotify:track:y8xU5689EfqbrXqQruJPWb,Sukoon 615,3 Idiots,"Badshah, Jubin Nautiyal, Sunidhi Chauhan",8/3/17,63641,11,TRUE,,2024-08-21T20:08:09Z,"telugu pop,tollywood,telugu hip hop,desi pop",Mudi Music,0.572,0.32,3,-2.407,1,0.32,0.47158,0,0.69,0.686,166.285,4
spotify:track:6uQB8KqWLfQ4chlXX1U6oY,Track 616: Golden,Certified Lover Boy,Dua Lipa,1/17/22,192056,71,FALSE,music_fan_india,2022-02-12T23:30:52Z,"pop,hip-hop,r&b,electronic",Sony Music,0.548,0.212,6,-12.755,1,0.371,0.33072,0.33,0.876,0.212,179.808,5
spotify:track:ifTR0RvADkaaz533Se9msJ,Track 617: Neon,Certified Lover Boy,"Taylor Swift, Ed Sheeran",10/13/23,209194,89,FALSE,playlist_curator,2022-01-24T07:20:43Z,"pop,hip-hop,r&b,electronic",Young Money,0.288,0.527,3,-7.84,0,0.169,0.90945,0.257,0.718,0.718,159.363,3
spotify:track:B7To12W6srR0kRN3pSVW23,Sukoon 618,Gully Boy,"Yo Yo Honey Singh, Yung Raj",4/7/17,395495,27,FALSE,music_streamer,2021-11-23T21:34:51Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.554,0.487,6,-6.44,0,0.264,0.04828,0.069,0.378,0.673,202.094,4
spotify:track:7PGKeSaTh9hsypSfgKFdJw,Pyaar 619,Padmaavat,Jubin Nautiyal,5/27/18,150419,93,FALSE,dj_mixer,2025-06-27T06:46:52Z,"arabic hip hop,khaleeji,desi,desert pop",Sony Music Entertainment India Pvt. Ltd.,0.777,0.613,8,-3.846,1,0.388,0.18472,0.249,0.97,0.604,184.205,5
